Age,Sleep_Hours,Screen_Time,Stress_Level,Noise_Exposure,Social_Interaction,Work_Hours,Exercise_Hours,Caffeine_Intake,Multitasking_Habit,Anxiety_Score,Depression_Score,Sensory_Sensitivity,Meditation_Habit,Overthinking_Score,Irritability_Score,Headache_Frequency,Sleep_Quality,Tech_Usage_Hours,Overstimulated
38,9.557757234231643,8.39622227620874,5,1,4,4,1.2028162079890783,0,1,5,1,0,0,6,8,0,4,3.882951345452728,1
53,3.3658051550021666,10.08671153003114,3,4,7,13,1.2924521723613773,2,1,1,7,1,1,1,1,0,2,5.929410153654345,1
27,5.93155323351913,8.404013440023387,1,2,0,12,0.17230558258483142,0,1,9,8,2,1,1,8,5,4,6.459958255736973,1
54,4.821104536734358,10.067854919742844,2,1,7,5,1.3647304346035283,0,1,4,8,2,1,2,5,4,1,5.251870349061759,1
26,8.115746754865109,5.366913784282215,8,1,3,6,2.3863647318662453,0,1,9,7,4,0,4,8,1,2,9.200279382020085,1
41,9.869079633480727,2.7194866777974696,1,4,1,5,1.163959440285967,2,1,4,9,2,1,2,9,5,2,7.657452521138639,0
52,4.795710437109735,9.117460421373513,7,4,5,11,1.1507437576297739,2,0,1,1,4,0,4,2,6,3,7.0525944334785935,1
52,7.579222210318521,4.965219556557093,5,4,1,5,0.0471497490578634,3,1,5,2,4,0,3,3,5,3,5.680838993821365,0
53,4.386683429318181,8.383979077520458,3,2,4,13,1.3735057876742058,3,1,9,3,1,1,3,6,6,2,1.763625969448681,1
35,6.95731178200127,3.9770833617994223,7,1,1,5,0.07601295884390058,3,1,3,5,1,1,9,9,3,3,1.9703923985808691,0
56,6.247527406818353,1.8935259828733995,9,3,2,4,1.7110482840262833,0,1,5,4,2,0,8,8,0,3,3.691079760196173,1
49,9.80403730742076,11.918399750365397,2,2,5,10,1.520350144746942,4,1,3,4,1,0,9,6,3,3,2.9037004153202206,1
41,7.259690908875266,2.718216587236592,8,0,0,5,2.5200254967719964,2,1,3,8,0,1,1,5,3,2,9.572778747171949,1
40,5.446544604607731,11.872630933598291,9,4,5,13,1.7453418327771635,3,1,1,8,3,1,5,3,4,2,4.688312667865588,1
49,3.798670494215534,11.75007925823092,3,1,2,8,0.9702820659666457,4,1,2,7,0,1,4,4,5,2,8.889448947928766,1
54,4.058727801144542,9.731999142988435,2,2,6,8,1.5486930282507423,3,1,2,1,0,1,9,7,1,1,8.362717152996083,1
29,4.577218509658646,8.253652582901974,7,0,1,6,2.0991190672497564,3,0,9,4,4,1,3,7,6,2,8.313132454633855,1
30,4.756766629382086,7.355877552761932,5,2,5,6,0.2818913862311484,4,0,7,1,3,1,5,3,6,3,2.9413677263216638,1
40,8.954312404887965,10.527116999156181,5,2,7,6,1.8632222654113013,3,0,8,5,4,0,8,4,4,2,5.025896317007339,1
42,6.928559517977675,4.183834737814367,5,3,0,9,2.7498788459339374,0,1,2,3,1,1,5,3,0,1,3.8615679248242554,0
52,6.663736379620565,6.144493337333648,4,3,8,7,0.8973908868937331,0,0,9,3,1,0,9,2,1,3,9.733699034550277,0
58,3.8033821030845223,7.813289663031521,5,2,4,6,1.8798752846292368,0,0,3,4,3,0,2,6,5,4,8.890698711661031,1
47,9.020977853446045,5.523095234564402,4,0,4,5,2.4639883510507303,1,0,2,2,2,1,6,7,2,2,3.2493129487578374,0
34,8.059700122459386,5.702350994992948,6,1,4,6,1.5354191923158722,3,0,1,7,1,1,5,4,1,2,3.821683247291454,0
37,3.473678533300011,4.633131342522928,4,1,5,7,2.1539386020611544,1,1,9,4,0,1,9,5,6,4,5.7601831382004205,1
42,7.954845680608381,7.2065499835298965,2,4,1,9,0.9330310154677802,2,0,8,5,3,0,7,8,4,3,3.507452066182444,0
39,6.804767521398523,10.356319808166276,9,4,5,7,0.9181753587754343,4,0,4,2,3,0,8,9,4,2,8.4207696992822,1
30,3.5720774202274477,3.216812158069441,2,1,3,11,2.002752065395682,2,1,7,6,1,1,7,7,3,1,8.3730815011433,1
36,6.208104490700595,11.278763426287856,9,2,7,6,2.1162266219204513,1,0,3,9,1,1,5,1,5,3,7.519063940463388,1
53,6.392874009910329,8.579964191230527,6,2,8,6,2.811029098536431,0,1,3,8,4,0,5,3,2,2,7.203791842804388,1
29,4.16042178114293,10.056005339480333,9,3,8,6,0.6745157241539236,3,0,4,8,4,0,4,5,5,3,5.925713567454473,1
58,9.619887029001976,7.118097618930128,9,3,7,11,1.4046527882639073,3,0,2,2,0,1,2,3,1,2,4.124010313974855,1
36,8.949827600364634,9.574683715664698,3,4,2,7,0.7515404194916742,0,0,4,4,3,1,9,1,2,4,8.532446074959182,1
29,7.683156361303758,1.1782043707341394,1,1,9,4,0.2402764826407362,3,1,3,8,2,1,3,2,5,2,8.729489541265952,0
26,6.236068927004251,10.002184672574888,1,2,3,5,1.2096915838424631,4,0,8,1,2,0,3,8,3,3,1.4455852197775068,1
24,5.882358791091559,1.4415274499390316,3,1,0,13,1.1222422418646099,4,0,2,8,3,0,3,7,2,2,4.587574725316713,0
45,7.556814270056679,10.789047139991487,5,0,8,5,0.8113023599465637,4,1,9,3,0,1,8,3,2,2,1.2396482240520206,1
31,6.818023085848338,11.911590219625076,3,1,4,6,0.8909846734182494,2,0,3,8,4,1,6,4,1,3,8.555296552296712,1
48,3.435911741173199,4.234742083944556,9,0,5,9,1.0812354190538342,0,0,4,6,4,1,1,3,2,2,2.5938392186983767,1
36,6.587518541392322,3.3135041191437304,9,3,2,11,2.9665128983402806,4,0,3,7,4,0,3,4,3,2,7.064800883348795,1
33,8.644825320629877,9.418997002438449,3,3,9,4,2.3488732979018403,1,0,3,2,2,0,4,8,0,3,4.21638235924933,1
22,6.2146791431787065,3.7832897501227856,3,4,7,12,0.21420360326072085,4,0,8,1,2,0,2,9,0,4,8.344589079089484,0
52,3.363696042879879,10.521186214894238,5,1,6,4,2.6172395294601056,2,1,8,6,0,1,6,7,4,1,5.58718210228388,1
29,8.503947395688233,2.131268513732244,2,1,0,13,1.8999099791960141,1,1,6,3,2,1,1,9,0,1,3.9196173200640114,0
42,4.409546474951821,2.3855071601729407,6,0,9,5,2.6717812803657273,0,1,4,4,1,1,1,9,1,1,3.9148360052566638,1
38,4.810345844216272,11.770667106106771,7,3,4,6,1.0251290613906847,0,0,1,9,2,0,8,7,4,1,3.942345181794201,1
53,4.1529444740260715,8.41222788097005,9,0,9,10,1.3935565944351564,4,0,4,3,4,0,4,7,0,1,8.097212952273727,1
40,5.311505454100483,10.31575946871848,6,3,8,12,2.6886811719243253,1,0,8,2,0,0,1,8,0,1,7.400040389440061,1
33,8.297260539820446,4.567623150866698,3,0,5,6,0.8177194077410445,1,0,6,2,3,1,7,3,4,3,3.872926966118797,0
56,6.635701016527562,8.441321244726648,5,3,7,11,2.7465026287362457,4,0,2,2,3,1,9,8,1,3,5.411872800492427,1
59,4.434168919054988,7.5366601003945695,4,0,9,12,2.4854991364328076,4,1,3,6,0,0,7,1,4,3,1.6853804697639285,1
56,9.144810547064285,7.6346513213524165,5,3,0,13,2.9416738227278802,3,1,7,2,1,1,1,6,6,2,8.447502415234808,0
31,9.157072984660704,8.507857054914936,8,0,9,10,0.9727727610490893,3,1,4,7,3,1,1,2,6,4,3.3935932849937136,1
48,9.094048975322048,7.3289509044200845,8,1,6,7,0.7072595400143502,4,0,4,7,4,0,1,7,1,4,9.00302627654827,1
22,4.671573479670775,5.719686062329325,6,4,2,7,0.9926006911371844,2,1,5,7,3,0,8,3,1,1,6.371170237116335,1
52,6.158675409266917,4.035149638186015,1,0,8,7,2.8639493879662057,3,1,8,2,3,0,7,5,5,1,6.1103814599443815,0
40,9.894927592986125,9.454394640045223,8,4,5,9,0.9992198881588247,4,1,7,7,4,0,3,2,3,3,2.464468680827994,1
46,8.404087334169933,3.488996730035048,8,1,4,7,1.6956354598717143,1,1,9,8,2,0,3,1,0,4,1.625818236310148,1
28,3.190171948578919,8.615897367698556,2,1,7,8,1.2110378477595427,3,0,5,8,1,1,3,5,5,2,5.973549228836441,1
35,3.4564321388234442,3.566661049142593,4,3,7,12,1.1886604334453428,2,0,1,2,4,0,2,9,0,2,5.211902109297016,1
29,6.247519637686329,7.878631869498993,2,4,2,10,0.5801358296371656,0,1,4,5,4,1,4,9,5,3,2.0771473021953635,0
26,9.364541441030921,9.217860938419317,4,2,1,11,1.61123862239277,1,1,6,6,0,1,7,7,2,1,8.52028950266368,1
27,6.770912585669,3.405852777971931,7,3,1,8,2.5482127649016206,2,1,6,9,1,0,9,9,6,4,4.755161072581435,0
34,6.484687556240031,1.659376309474391,9,4,4,8,0.14845504066161241,2,1,9,6,2,0,3,4,4,2,3.3441202035179827,1
55,3.7383158996964143,2.4407111729359148,8,0,9,14,2.667679780990265,2,1,5,6,4,1,7,3,5,1,8.094448838317495,1
24,7.597460733070058,7.6659666399812805,9,0,6,10,1.9964188954118984,1,1,5,6,2,1,4,4,6,4,9.217577410992433,1
30,8.754722124201578,10.343910468483092,8,1,7,14,1.8502142417247085,2,1,6,9,4,1,1,7,3,2,3.753664328701362,1
57,5.662940052552936,1.494965033589668,2,2,9,11,1.8777006987719767,0,1,6,7,4,0,5,8,0,1,7.983548968614825,0
59,8.429282956477293,9.075663849458108,7,0,7,12,0.8888095078634083,3,1,3,1,0,1,8,2,2,2,6.872676913076621,1
26,9.75133657730568,4.754505105450574,2,4,7,5,1.2454335116048632,1,0,6,1,3,0,3,5,3,1,9.907550053786826,0
44,4.426365213893824,6.263812069114747,2,4,9,6,2.397870017712644,2,1,8,4,1,0,4,5,1,1,2.835934366701048,1
19,6.663307418363189,11.217455048301222,4,0,2,5,0.9191431108088688,4,0,6,2,0,1,3,9,0,1,9.64611095055809,1
22,5.009965706592029,4.651686552094301,1,4,1,13,1.4100606287180901,3,0,5,3,2,0,8,3,6,4,3.837448510389007,0
46,8.549980933236876,6.118706273334347,5,4,3,10,0.05889681416296,1,1,3,7,4,1,8,6,5,3,4.70758868263875,0
54,7.043153561168102,1.1505065623674922,6,1,0,5,2.20067505880652,4,1,1,7,4,1,4,5,4,1,4.229432327309814,0
55,7.442076922852126,1.897585920053222,9,2,2,5,1.2531065300358168,4,0,5,3,1,0,2,2,3,1,3.416056273795383,1
36,8.585399117311258,3.8445075024826245,8,1,8,5,1.5760763054208113,2,0,6,2,0,0,3,2,6,2,7.239003232872642,1
25,5.771793308637184,1.3063746490318184,2,2,6,7,0.3440679534322759,1,1,6,1,0,1,3,4,2,2,6.302307886532601,0
18,9.405630478849304,7.94512858653076,1,4,6,4,2.9751426863623105,2,0,6,9,2,0,4,4,4,4,3.751227511228868,0
39,6.731202070722979,5.6903819248178475,2,2,0,5,0.9074034809545379,0,1,3,3,0,0,2,7,1,3,2.189912108664487,0
34,4.105683759847436,7.0295972300082425,7,4,6,6,1.904968984789351,4,1,4,9,0,1,2,1,4,2,3.856380739598861,1
24,7.871293827181617,2.921119044859625,4,4,9,10,1.743709034563396,0,0,3,4,3,0,3,6,6,4,4.431081805154649,0
42,8.55282945306778,4.255252323802777,5,1,6,13,2.355276611774971,2,1,2,6,1,1,1,9,6,4,4.425880988089631,0
21,5.217331739472687,8.302069223379977,7,1,3,4,0.8815108668658816,3,0,8,7,0,1,8,2,2,4,4.215335803863314,1
53,9.000254798991271,11.618329959934398,3,3,6,9,2.2677820349917117,4,1,7,6,2,0,6,5,1,1,1.438502556008232,1
23,9.343002783360365,1.5545845096243012,2,0,7,6,1.147505192057203,3,1,8,1,4,1,3,4,2,3,5.1762979711136525,0
48,4.938331411644663,10.794227529407927,7,3,2,6,1.2334828975390473,1,0,6,6,0,0,1,4,6,3,8.525872875207764,1
36,9.884650309006554,7.345693214423293,5,3,9,7,2.0181375794603102,4,0,7,6,0,1,3,8,0,3,2.6232966267266664,0
56,3.984980696341309,7.203115234311861,1,2,1,7,2.3528573152214065,0,1,1,5,4,0,1,6,2,1,2.3109160908470745,1
44,4.41410967881743,6.503063887285363,1,4,6,10,2.0005999083616772,3,1,5,3,3,1,3,7,4,1,5.246659497203301,1
27,4.289573874666183,1.7633349449460174,9,4,4,6,2.6996385617134564,1,0,4,3,1,1,4,9,6,2,4.335427109350103,1
43,9.257927970055093,1.9886453690977675,5,4,4,11,0.855477088530202,4,1,3,7,3,0,6,3,0,2,6.051525766421958,0
36,7.580047866274733,7.610032062249947,1,0,4,11,2.7018501963058483,1,0,2,8,2,0,7,2,0,2,9.523668786966903,0
56,4.06472998255591,4.7505442857911415,7,2,6,14,0.39259057783013607,0,0,9,3,0,0,7,3,3,4,7.847976252995242,1
20,6.082263928578443,11.089948732354488,9,2,8,10,1.9785909570899418,4,0,8,3,3,0,9,8,4,3,7.18352337863168,1
30,7.307086175488614,5.472495910954195,1,4,7,5,1.6428919541405325,1,1,2,7,1,0,8,9,4,1,4.743432499543108,0
45,3.584248594925683,2.576096045729052,4,3,5,8,1.4839078212467682,2,0,6,7,2,0,4,5,1,2,3.586238527434714,1
37,9.17691457885137,8.861907168522396,3,0,6,9,0.9327360865865348,4,1,3,9,3,0,6,8,2,4,5.862376929662927,1
45,8.625224748090746,4.226887635851108,5,3,8,13,1.5111982359247027,4,0,3,6,0,0,1,7,5,1,8.968991748951542,0
25,6.536447415036468,6.780173380914825,7,1,5,7,0.48532006915410975,4,1,5,7,1,0,8,9,2,4,8.890682594602344,0
58,9.769886306814193,8.67616064055687,8,2,0,13,1.1079628326350268,4,1,7,1,0,1,6,4,4,4,5.009634538742954,1
56,5.924326854925698,10.902905223222774,2,2,3,8,0.29604275245163225,2,0,7,7,0,0,2,3,2,4,3.215983179128829,1
18,9.888772233255484,9.714103142818438,7,3,7,12,1.7155397993589587,0,0,1,2,2,1,8,9,4,3,3.028100052257881,1
20,7.67543999162539,8.439971746599966,1,0,6,14,0.28730365859888085,2,0,7,7,1,0,4,8,6,1,1.3058957508343791,1
30,7.44269891277759,8.47596500634658,7,2,2,10,0.481033931715497,2,1,7,3,4,0,9,7,0,1,8.583978216663517,1
45,4.161684267070495,11.405171084352952,8,3,9,5,0.25640040446244394,1,1,6,9,0,1,4,1,2,4,3.3835423044995916,1
42,9.173494308132508,4.254065072461897,2,0,2,14,1.1439319198562337,3,1,6,5,1,1,1,2,6,3,4.2309922690555,0
50,5.992427815444306,1.0122330361580616,9,3,2,4,2.5258753632550457,3,0,2,7,0,0,7,9,2,4,8.28294526840658,1
55,4.135633840477356,3.9915001533801853,1,0,0,5,2.720689174901483,1,0,3,8,3,1,5,5,4,2,2.0802164659561937,1
23,3.0882526398303134,3.3968051758941837,6,4,9,6,0.21566836380004017,2,0,3,2,3,0,5,1,6,1,5.151106709328695,1
49,6.918289785468678,8.28018043625398,1,0,0,14,1.903650422584881,1,0,3,1,1,1,4,9,4,1,2.101072419291996,1
38,6.691797354858734,7.970827597420819,3,1,5,5,2.0531562737762203,4,0,2,7,2,0,6,1,1,3,4.976637125601921,0
33,8.03547535658411,7.528075209751962,6,4,0,14,1.6013098272960724,1,1,9,6,4,1,1,8,2,1,1.424256162658595,0
38,9.231806371124616,1.1786778753039906,3,3,4,6,2.000954584408638,1,0,6,6,3,0,3,5,3,1,5.658605434121096,0
28,3.5558460925012065,9.016558598957122,8,4,3,13,0.7010721463292858,4,1,2,2,2,1,7,6,4,1,8.161387471642499,1
54,8.120475432382538,4.558834537340407,5,4,4,14,1.4689326354570482,3,0,3,3,4,0,8,1,3,3,7.086670073120354,0
53,4.311883608683075,8.315615879072942,2,3,6,14,1.1726275471074854,4,0,6,4,3,1,9,2,0,4,5.582521086196604,1
52,9.007239372100148,7.122362713523687,4,3,5,12,0.2691238543188932,0,0,4,3,4,0,1,7,0,1,8.458828409342399,0
36,8.733444597031593,4.770040179706979,9,1,8,7,1.8766693191674668,1,0,7,2,0,0,4,2,3,4,3.050091774632737,1
37,6.785556284898811,2.4803389381451852,4,3,5,12,1.4856455780146387,1,0,6,3,1,0,2,5,5,3,8.477166564858509,0
35,7.971699590363181,2.03860787426529,8,2,8,14,0.8255220807077496,3,1,6,6,3,1,2,9,0,4,3.487271316293585,1
58,5.200450792286238,10.14670166423446,5,2,3,6,1.4210557812101143,2,0,3,9,3,1,1,5,3,2,4.262377070806856,1
31,6.298175292529702,11.102372962897139,1,1,0,4,2.325894055192509,4,1,8,4,0,1,5,3,1,1,2.1558718149444323,1
32,8.751458283973301,8.147668514407295,7,0,0,14,2.4049732884241917,2,1,9,6,3,1,2,6,1,3,1.9157928072599697,1
48,6.214856380212497,2.137775263465317,3,0,9,8,1.9485783862481072,0,1,6,1,3,1,4,7,0,3,9.38900366907022,0
18,5.504587857278093,5.422299385770648,8,2,6,13,1.4032435002004915,4,1,2,6,3,0,9,8,6,4,2.709804224664796,1
20,6.459487130752099,9.01833120115673,3,3,2,13,1.727248917611544,0,0,1,3,3,1,3,3,3,1,3.9996653955575288,1
33,8.797744767060529,9.578029724110749,1,1,1,5,1.1550461140668515,0,0,3,9,3,0,8,4,3,3,5.762365290549399,1
40,5.346456331596109,2.3004048452019745,5,0,5,7,0.3796690289827147,0,0,3,4,2,0,6,4,3,2,4.1308041934281565,0
28,4.2163311519502065,1.0003379072992065,2,0,5,5,1.1568617921582756,4,0,8,7,3,0,5,2,5,4,8.83119955040901,1
29,7.9840981423154656,8.833507504686654,4,4,6,5,1.5909982682089028,4,0,5,4,0,0,2,7,0,2,9.106432871020951,1
27,8.781847488956572,4.922557935848262,1,2,4,6,1.7965020439517523,3,1,1,6,3,0,3,4,5,2,3.9339141165416853,0
49,3.704462349664733,3.799294647800863,9,3,7,8,2.807402928163863,1,0,4,7,4,1,8,4,3,4,1.8282492655004212,1
33,4.679118789291613,1.1418721676847798,6,1,6,7,2.3320003350918483,2,0,7,2,4,0,9,8,4,2,2.8914241060645933,1
25,3.9938039283269573,6.943293474376496,8,0,1,5,0.45597768433403196,2,1,5,6,0,1,7,6,3,4,5.269536286615575,1
55,5.435589881075167,10.3626580896858,4,4,0,14,0.5225466199587842,0,0,6,8,2,0,1,6,4,4,3.5963293801035503,1
29,6.152456852337888,11.533948108998468,9,2,8,13,0.3014842777192621,4,0,4,6,0,0,6,9,1,3,5.081250137783905,1
41,8.241784358743146,7.223194456746182,2,2,4,5,2.2145451816627535,4,1,2,2,2,1,7,4,4,3,7.828331497487853,0
45,7.558033094171719,6.659074605138835,9,1,4,9,2.1183668354755714,0,0,9,4,1,1,6,9,1,2,4.785745903981197,1
25,7.346499972349018,1.935620240381652,5,0,9,10,2.959088705090643,1,1,2,1,4,0,2,1,0,2,2.7729771058714476,0
45,5.466624626267581,7.037600816968597,6,1,3,13,1.566070252993046,2,1,2,7,4,0,9,9,6,2,4.221708765264391,0
53,8.89013287159332,5.179769868619341,3,1,1,9,2.4792447865466456,3,0,2,8,4,0,3,1,6,2,7.686830963336798,0
43,6.2990101717871525,7.678488089719346,4,4,4,10,1.7293195759283626,1,1,1,2,2,1,6,7,5,2,4.816559081924001,0
25,9.85373456610608,5.2759898266420135,6,2,1,4,2.622260137582311,4,0,3,5,0,1,6,6,5,3,3.2458406767393475,0
45,7.438994968070158,3.6432903579540343,7,3,6,9,2.1630631179082545,0,0,6,8,2,0,8,7,1,2,4.846704752865986,0
45,3.8838531909515193,2.0446180275121417,1,2,8,14,1.9286520449737588,2,0,7,8,4,1,4,9,1,2,5.093260189143938,1
54,7.733242934528038,4.464102890477853,7,2,8,6,1.695368012949151,0,1,1,5,4,1,6,4,3,1,3.667394842993434,0
58,5.275728108021893,2.063093177165275,1,4,5,4,2.1689115733289244,4,1,5,8,4,1,1,9,2,4,9.96116580273735,0
53,7.804290376802682,2.945866459063823,5,3,0,11,1.2589615280130313,0,1,5,6,4,1,9,3,1,4,7.908634169997916,0
44,3.48748803713684,11.860697744375006,6,0,5,7,0.2897297421169923,2,1,1,5,1,1,9,9,4,3,7.232094882586838,1
34,4.224170060231716,5.885139125972805,2,3,4,13,0.11995838639352241,0,1,4,4,4,1,7,1,0,4,8.693802861131296,1
26,8.990160812340505,6.850589431555182,9,0,3,11,1.4370711948275217,2,1,1,5,2,1,1,5,5,2,6.997772761889014,1
50,4.590256899164604,10.60980381610937,6,3,5,13,1.797874746660424,0,1,1,4,4,0,3,5,4,4,8.11882308749601,1
37,8.85928787670058,11.951257905397565,7,1,5,14,0.23654709171187627,0,1,7,1,3,1,5,1,5,3,4.712730800668506,1
30,4.954932619180873,7.409858942791497,8,3,5,7,0.8607106467363067,2,1,7,3,1,1,4,1,0,4,5.50334592918395,1
45,7.500173370410954,9.937212031485888,1,4,1,7,0.9660966179264613,0,1,3,8,4,0,5,3,4,4,1.4229674497256446,1
46,7.859054014568817,4.596351267703428,8,0,6,13,1.6883866056247536,1,1,7,7,3,1,7,9,5,1,3.5258175226793416,1
30,6.58858327201537,4.363183531920202,4,2,3,7,0.8354473681283673,3,0,3,7,2,1,9,7,1,1,4.312111683099844,0
52,5.137174736877119,5.429740930940162,8,4,8,9,0.28694579866802006,1,1,2,3,1,1,1,6,2,2,6.629232028773967,1
23,4.488510634597673,8.39757988941014,6,0,9,12,0.49457022283965035,3,0,4,9,4,1,5,9,1,4,5.177901563145131,1
35,3.2323254819369835,8.504108581806086,9,0,1,8,0.5218434048125796,1,0,3,6,2,0,3,4,6,2,6.4705443618096945,1
22,5.127624808685066,4.4676337811439595,4,2,4,13,2.5280848326682843,3,0,7,8,3,1,3,4,5,4,7.419946010624936,0
42,7.572139533718981,2.465309165502916,2,1,3,11,0.8529590609348744,0,0,1,8,1,0,2,3,3,2,1.3844680090090347,0
19,9.56813372913938,7.9563588211205944,2,4,8,11,2.144075201744271,2,1,6,3,4,1,6,5,4,2,3.3244997230325306,0
27,9.098431375841365,2.4115844840764096,5,2,3,7,1.7035162390179173,2,0,2,4,2,1,6,5,2,4,2.5381348529025916,0
47,8.362453435747117,7.363417590522631,9,2,7,14,2.931116260849326,4,0,8,6,1,1,3,7,4,1,2.687096072538741,1
22,8.519131402773091,8.627643408619399,3,1,7,13,0.8184680066406067,3,0,5,2,3,1,1,7,3,3,5.528128560687924,1
50,7.654894324331967,8.706726460338968,8,4,5,12,0.47511906158760064,4,1,3,7,4,0,7,6,3,2,7.659808988499328,1
18,4.822008002962021,9.288193217255564,4,2,5,12,0.15611351308368115,4,0,7,2,1,0,2,4,3,3,3.454993305328396,1
35,9.350365214940808,10.60145363722231,6,1,7,8,0.7228789868438416,3,0,2,5,3,0,8,7,5,4,8.42004314322141,1
49,7.695126183340839,6.499548911612672,6,4,9,9,2.0522126592461776,2,1,5,4,3,0,3,2,1,2,9.032108654877165,0
28,6.923084416863079,9.032741084825282,3,3,8,8,0.25577467391058184,3,1,8,9,2,0,1,9,5,4,4.154804848183171,1
38,3.7769262844943676,7.810900089024204,5,0,4,6,0.7341055354489756,0,1,1,2,3,1,9,7,1,2,7.132208850588027,1
43,6.129388806644978,3.053039337774508,3,1,0,14,2.565925104552036,4,1,1,7,3,0,5,2,2,1,2.053443646765973,0
42,6.222507898413484,1.2825860935634898,1,0,0,11,1.7488588480935607,4,1,3,7,0,0,1,2,3,2,7.696254569372397,0
39,9.05194526665869,4.129955242446272,7,3,1,12,0.20856462075958637,3,1,3,7,3,1,6,6,6,2,2.485214879289569,0
44,6.8265375413145195,5.873370769713813,4,2,9,7,0.14304943274928983,4,1,7,1,4,0,3,7,1,2,7.186742233939188,0
30,5.662803842792868,7.788165388715219,7,2,9,12,0.18336862597730064,2,1,6,8,1,1,4,9,0,4,4.79710003114166,0
50,9.837602299574616,10.34955263553526,3,4,4,12,2.825625150441758,4,1,7,2,4,0,8,4,6,1,9.356106894566867,1
51,3.7750441532842096,3.158702883767822,5,1,3,10,2.5496142856831643,3,0,4,5,4,1,5,8,0,4,5.180145236491575,1
58,5.957838998183613,2.381047688883248,5,1,0,11,2.5348201260563243,2,1,2,2,2,0,6,2,1,3,1.2781253572083524,0
52,3.294172726199837,11.598279422217603,2,4,3,6,2.7726502867306375,2,0,2,5,0,1,4,6,6,1,5.3260213262130724,1
18,8.179328845368513,2.1884901531404783,2,0,3,8,1.5157661707527308,4,0,1,7,0,0,6,4,6,2,8.159488694739938,0
38,9.426535865394055,6.263401771179081,4,2,9,6,0.7420340134300321,3,1,9,6,4,0,3,8,2,2,6.823758977981649,0
23,4.960261306853426,7.44120101672632,4,2,3,10,1.2040440127155545,4,1,7,5,1,1,1,9,4,2,9.696836769532066,1
45,9.008391737593847,6.955118629981821,4,1,0,9,2.1565922186514324,0,1,3,4,0,1,6,2,5,3,8.589452410582712,0
34,5.0455276132332845,1.9463537273623752,6,1,8,14,2.628098614563795,0,1,2,8,0,1,1,7,3,3,5.738964966078067,0
22,9.375391131507406,1.627296054039813,2,4,2,6,1.3052727800985728,2,0,3,8,4,0,3,7,1,2,2.858685090448583,0
48,8.277733325177488,2.160317702071392,6,3,3,12,1.6061428661461836,4,0,7,1,0,1,8,8,2,2,1.0339716683991076,0
22,8.63434743789007,7.4414645225987375,7,0,4,4,2.7953489798287596,0,1,5,2,2,0,7,5,6,3,9.824521573012314,0
55,3.1260458892031817,6.987793763977532,3,3,6,13,0.32249591132828725,1,0,3,3,4,1,8,3,5,4,9.444877284724031,1
20,9.739672499518182,3.5711487124041867,8,3,5,6,2.5868976509223716,0,1,9,1,0,0,2,1,4,1,3.4672959466767357,1
40,8.086696944492264,8.015515560301507,2,1,4,14,0.47792244675580775,4,0,2,3,0,1,7,4,2,1,6.743942076013544,1
54,5.133257667702933,10.020742522612142,8,1,7,13,1.451584050871861,4,0,7,8,0,1,4,3,4,3,7.563156065975383,1
54,8.805762654011929,1.4573685583125315,5,1,0,14,0.6552693859891787,0,1,6,4,4,0,1,2,0,3,6.202121149293355,0
27,4.970648388904509,6.479429379028467,2,3,6,10,1.8088428920718127,4,1,6,7,1,1,3,6,5,4,8.58665507354288,1
27,9.109276876962895,8.582414533129594,7,0,5,6,1.6757202651247982,4,0,7,7,3,1,5,7,5,2,1.7004218358881238,1
36,3.788062732883559,3.775431197766558,2,1,4,6,1.1400220927222557,1,1,6,5,0,1,8,7,4,3,9.068446307351921,1
34,7.92580184222557,4.38547995822464,6,2,6,5,2.589910544535373,2,0,2,1,3,0,2,8,0,4,4.528171100498429,0
38,6.7848893365143725,7.750016932883222,3,0,2,12,1.9794399608641795,4,1,5,4,3,0,2,2,3,3,5.3262101941731235,0
31,3.6757412913680856,10.877288227881106,9,2,0,14,2.163615374885831,3,1,3,7,0,1,8,6,1,2,5.002602853795049,1
26,4.693256797811873,9.909168623331892,3,0,8,7,0.4519792146230056,2,1,9,5,0,1,9,6,6,3,5.781576006724194,1
18,3.0868282539412037,7.414432410095419,3,1,1,13,2.6494970339268527,2,1,8,2,3,0,1,1,0,2,6.383516246971782,1
30,6.28137575825154,9.032438895329742,5,4,9,9,0.5011204908600552,3,1,2,8,1,0,2,2,2,4,7.393090896812727,1
21,5.108856825320003,5.013047172285786,7,1,2,5,0.6683548926298806,0,1,1,2,3,1,4,9,4,1,5.724463051676837,0
18,7.188502390084311,8.050620809086336,8,3,7,12,0.3841654154906413,1,1,4,8,1,0,3,8,5,4,7.162959304080013,1
57,5.08066465396032,6.127997502403127,7,3,9,10,1.3210776239064468,4,0,4,2,2,1,1,4,2,1,4.044676992316305,0
49,5.0994337805488925,3.08929750103317,9,0,8,13,2.663127695256929,0,1,2,5,1,1,4,6,5,4,9.430127832321881,1
51,8.202352391121224,8.719121012649829,5,3,2,8,0.7573425588295787,3,0,7,4,4,0,2,2,0,1,1.5807791781979224,1
45,3.336999851848474,7.121111010837042,3,1,5,10,1.1212602612688598,1,1,3,1,0,0,5,5,5,4,5.909865477049842,1
48,9.32026496634391,4.944837401489505,6,2,6,7,2.538199260226266,1,0,7,8,2,0,1,2,6,2,1.786565584195432,0
